id,question,answer
fma_q74,Is 'Neural network of atrium' a type of 'Set of norepinephric cells in caudolateral pons [A5]'?,No
fma_q75,Is 'Stroma of right ovary' a type of 'Articular cartilage of proximal epiphysis of fifth metacarpal bone'?,No
fma_q76,Is 'Anterior surface of left scalenus medius' a type of 'Left neurocentral junction of second thoracic vertebra'?,No
fma_q77,Is 'Fascia of posterior cervical intertransversarius' a type of 'Accessory subsuperior ramus of right posterior basal segmental bronchus'?,No
fma_q78,Is 'C5 segment of left dorsal funiculus of spinal cord' a type of 'Distal tendon of alar part of right nasalis'?,No
fma_q79,Is 'Synovial fluid of left proximal radioulnar joint' a type of 'Nerve to right pronator quadratus'?,No
fma_q80,Is 'Ophthalmic-hypophysial segment of trunk of cerebral part of internal carotid artery' a type of 'Segment of cortex of gyrus of limbic lobe'?,No
fma_q81,Is 'Cutaneous branch of medial branch of posterior ramus of third cervical nerve' a type of 'Periosteum of superior articular process of fifth thoracic vertebra'?,No
fma_q82,Is 'Lateral pectoral nerve' a type of 'Unnamed branch of right seventh posterior intercostal artery'?,No
fma_q83,Is 'Left ureteral orifice' a type of 'Intervertebral disk of fifth thoracic vertebra'?,No
fma_q84,Is 'Set of fimbriae of hippocampus' a type of 'Systemic capillary bed'?,No
fma_q85,Is 'Left tibia' a type of 'Area of insertion of adductor brevis'?,No
fma_q86,Is 'Tenth thoracic vertebral arch' a type of 'Nerve to femoral artery'?,No
fma_q87,Is 'Parenchyma of posterior lobe of prostate' a type of 'Epimysium of second plantar interosseous of right foot'?,No
fma_q88,Is 'Lysine' a type of 'Lumen of intermediate interlobular bronchus'?,No
fma_q89,Is 'Lymph node group of head' a type of 'Periosteum of articular process of sixth thoracic vertebra'?,No
fma_q90,Is 'First left anterior branch of anterior interventricular branch of left coronary artery' a type of 'Posterior branch of axillary nerve'?,No
fma_q91,Is 'External surface of ureter proper' a type of 'Set of trabeculae of left corpus cavernosum of penis'?,No
fma_q92,Is 'Inferior angle of right scapula' a type of 'Lobule of sebaceous gland'?,No
fma_q93,Is 'Labial part of vestibule of mouth' a type of 'Intertrochanteric line'?,No
fma_q94,Is 'Costal groove of lobe of lung' a type of 'Transverse branch of meningeal branch of left sixth thoracic nerve'?,No
fma_q95,Is 'Distal tendon of right tibialis anterior' a type of 'Muscle layer of subdivision of duodenum'?,No
fma_q96,Is 'Surface of distal epiphysis of right femur' a type of 'Synovial membrane of articular capsule of C4-C5 vertebral arch joint'?,No
fma_q97,Is 'Integument of right pectoral girdle' a type of 'Bony part of proximal phalanx of right ring finger'?,No
fma_q98,Is 'Palmar carpal branch of right radial artery' a type of 'Skin of anterolateral part of knee'?,No
fma_q99,Is 'Fourth metatarsal facet of right cuboid bone' a type of 'Branch of suprascapular nerve to glenohumeral joint'?,No
fma_q100,Is 'Right lesser wing proper of sphenoid' a type of 'Skin of lower outer quadrant of left breast'?,No
