id,question,answer
rxnorm_q71,Is 'Social Behavior' a type of 'Self-help or Relief Organization'?,No
rxnorm_q72,Is 'Genetic Function' a type of 'Food'?,No
rxnorm_q73,Is 'Chemical' a type of 'Receptor'?,No
rxnorm_q74,Is 'Acquired Abnormality' a type of 'Health Care Activity'?,No
rxnorm_q75,Is 'Enzyme' a type of 'Professional or Occupational Group'?,No
rxnorm_q76,Is 'Classification' a type of 'Mental Process'?,No
rxnorm_q77,Is 'Behavior' a type of 'Mammal'?,No
rxnorm_q78,Is 'Machine Activity' a type of 'Pharmacologic Substance'?,No
rxnorm_q79,Is 'Vitamin' a type of 'Anatomical Structure'?,No
rxnorm_q80,"Is 'Element, Ion, or Isotope' a type of 'Pharmacologic Substance'?",No
rxnorm_q81,Is 'Mental or Behavioral Dysfunction' a type of 'Hormone'?,No
rxnorm_q82,Is 'Chemical Viewed Functionally' a type of 'Cell Component'?,No
rxnorm_q83,Is 'Organic Chemical' a type of 'Cell Function'?,No
rxnorm_q84,Is 'Vitamin' a type of 'Hazardous or Poisonous Substance'?,No
rxnorm_q85,Is 'Occupational Activity' a type of 'Health Care Activity'?,No
rxnorm_q86,Is 'Experimental Model of Disease' a type of 'Reptile'?,No
rxnorm_q87,Is 'Body Location or Region' a type of 'Inorganic Chemical'?,No
rxnorm_q88,Is 'Pharmacologic Substance' a type of 'Body System'?,No
rxnorm_q89,Is 'Cell Component' a type of 'Cell Function'?,No
rxnorm_q90,Is 'Food' a type of 'Chemical Viewed Functionally'?,No
rxnorm_q91,Is 'Organic Chemical' a type of 'Molecular Biology Research Technique'?,No
rxnorm_q92,Is 'Regulation or Law' a type of 'Antibiotic'?,No
rxnorm_q93,"Is 'Laboratory Procedure' a type of 'Nucleic Acid, Nucleoside, or Nucleotide'?",No
rxnorm_q94,Is 'Nucleotide Sequence' a type of 'Gene or Genome'?,No
rxnorm_q95,"Is 'Amphibian' a type of 'Element, Ion, or Isotope'?",No
rxnorm_q96,Is 'Organism Function' a type of 'Bird'?,No
rxnorm_q97,Is 'Physical Object' a type of 'Molecular Biology Research Technique'?,No
rxnorm_q98,Is 'Research Activity' a type of 'Social Behavior'?,No
rxnorm_q99,Is 'Organ or Tissue Function' a type of 'Temporal Concept'?,No
rxnorm_q100,"Is 'Biomedical Occupation or Discipline' a type of 'Nucleic Acid, Nucleoside, or Nucleotide'?",No
