id,question,answer
cso_q33,Is 'dynamic bayesian networks' a type of 'computer system'?,Yes
cso_q34,Is 'asian continental ancestry group' a type of 'computer science'?,Yes
cso_q35,Is 'broadcasting' a type of 'computer system'?,Yes
cso_q36,Is 'wavelet analysis' a type of 'computer science'?,Yes
cso_q37,Is 'high resolution image' a type of 'computer science'?,Yes
cso_q38,Is 'architecture knowledge exploiting' a type of 'computer science'?,Yes
cso_q39,Is 'registration accuracy' a type of 'computer science'?,Yes
cso_q40,Is 'exact solution' a type of 'mathematics'?,Yes
cso_q41,Is 'timing jitter' a type of 'computer science'?,Yes
cso_q42,Is 'smart phone' a type of 'computer communication networks'?,Yes
cso_q43,Is 'mammograms' a type of 'computer imaging and vision'?,Yes
cso_q44,Is 'lmi approach' a type of 'mathematics'?,Yes
cso_q45,Is 'rate distortion theory' a type of 'computer imaging and vision'?,Yes
cso_q46,Is 'wavelength assignment' a type of 'computer systems'?,Yes
cso_q47,Is '40 gb%2Fs' a type of 'packet networks'?,Yes
cso_q48,Is 'non-linear optical properties' a type of 'computer hardware'?,Yes
cso_q49,Is 'chinese word segmentation' a type of 'machine learning methods'?,Yes
cso_q50,Is 'acoustic surface wave filters' a type of 'signal processing'?,Yes
cso_q51,Is 'pre-coding' a type of 'relational data models'?,No
cso_q52,Is 'analog differential analyzers' a type of 'speaker adaptation'?,No
cso_q53,Is 'iar' a type of 'fluid simulation'?,No
cso_q54,Is 'orthogonal frequency-division multiplexing %28ofdm%29' a type of 'electric power supplies to apparatus'?,No
cso_q55,Is 'modes of operation' a type of 'concurrent transactions'?,No
cso_q56,Is 'digital image watermarking' a type of 'queuing systems'?,No
cso_q57,Is 'doherty power amplifier' a type of 'understandability'?,No
cso_q58,Is 'route discovery' a type of 'reinforcement learning agent'?,No
cso_q59,Is 'computer assisted language learning' a type of 'medical images'?,No
cso_q60,Is 'software frameworks' a type of 'frequency control'?,No
cso_q61,Is 'semantic gap' a type of 'point-spread function'?,No
cso_q62,Is 'optical scanners' a type of 'pentacenes'?,No
cso_q63,Is 'tracking radar' a type of '3d video coding'?,No
cso_q64,Is 'pareto optimal' a type of 'unified modelling language'?,No
cso_q65,Is 'adaptive arrays' a type of 'software quality models'?,No
cso_q66,Is 'context recognition' a type of 'texas instruments'?,No
cso_q67,Is 'sparql' a type of 'unconstrained optimization problems'?,No
cso_q68,Is 'underactuated systems' a type of 'controller parameter'?,No
cso_q69,Is 'unified modeling language' a type of 'interference channel'?,No
cso_q70,Is 'spectral efficiencies' a type of 'drm system'?,No
cso_q71,Is 'h.264%2Favc' a type of 'control packets'?,No
cso_q72,Is 'least squares approximations' a type of 'image retrieval systems'?,No
cso_q73,Is 'systolic array' a type of 'joint source-channel coding'?,No
cso_q74,Is 'karyotyping' a type of 'adaptive modulation'?,No
cso_q75,Is 'kalman filter algorithms' a type of 'neural-symbolic integration'?,No
cso_q76,Is 'teleconferencing' a type of 'fast fourier transform algorithm'?,No
cso_q77,Is 'structural frames' a type of 'wavelength assignment'?,No
cso_q78,Is 'integrated circuit testing' a type of 'total transmit power'?,No
cso_q79,Is 'distributed systems' a type of 'closed-loop control'?,No
cso_q80,Is 'incompressible fluid' a type of 'non-binary ldpc codes'?,No
cso_q81,Is 'open stubs' a type of 'evolutionary search'?,No
cso_q82,Is 'terminal sliding mode control' a type of 'phase change memory'?,No
cso_q83,Is 'morphological filter' a type of 'ant systems'?,No
cso_q84,Is 'neutral type' a type of 'incompressible flow'?,No
cso_q85,Is 'snmp' a type of 'hybrid recommendation'?,No
cso_q86,Is 'data integration system' a type of 'software protection'?,No
cso_q87,Is 'image registration algorithm' a type of 'tactics for modifiability'?,No
cso_q88,Is 'information and communication technologies %28ict%29' a type of 'wideband signals'?,No
cso_q89,Is 'cell phones' a type of 'sea state'?,No
cso_q90,Is 'cortical sensory aphasia' a type of 'semantic gap'?,No
cso_q91,Is 'modeling languages' a type of 'localization algorithm'?,No
cso_q92,Is 'markov random field %28mrf%29' a type of 'nfc'?,No
cso_q93,Is 'tcp traffic' a type of 'local decisions'?,No
cso_q94,Is 'component-based software development' a type of 'wearable computers'?,No
cso_q95,Is 'phase detectors' a type of 'stochastic simulations'?,No
cso_q96,Is 'electromechanical systems' a type of 'input models'?,No
cso_q97,Is 'particle beam injection' a type of 'computer aided design'?,No
cso_q98,Is 'transmission power control' a type of 'music genre classification'?,No
cso_q99,Is 'uniform linear array' a type of 'biped robots'?,No
cso_q100,Is 'fortran codes' a type of 'localization problems'?,No
