id,question,answer
pleiades_q54,Is 'Celsa/Col. Victrix Iulia Lepida' a type of 'findspot'?,No
pleiades_q55,Is 'Isarcus (river)' a type of 'bay'?,No
pleiades_q56,Is 'Olèrdola' a type of 'anchorage'?,No
pleiades_q57,Is 'Kabeirion' a type of 'satrapy'?,No
pleiades_q58,Is 'Ilarkouris' a type of 'abbey-church'?,No
pleiades_q59,Is 'Aveldius (river)' a type of 'treasury'?,No
pleiades_q60,Is 'Armenia' a type of 'estuary'?,No
pleiades_q61,Is 'Atrans' a type of 'arch'?,No
pleiades_q62,Is 'Nousaripa' a type of 'bridge-group'?,No
pleiades_q63,Is 'Vicus Carporum' a type of 'false toponym'?,No
pleiades_q64,Is 'Los Cuadriales' a type of 'tell'?,No
pleiades_q65,Is 'Tomb of Marcus Servilius Quartus' a type of 'earthworks'?,No
pleiades_q66,Is '‘Heracleustibus’' a type of 'circus'?,No
pleiades_q67,Is 'Teuparat' a type of 'feature'?,No
pleiades_q68,Is 'Th(e)rambos' a type of 'mosque'?,No
pleiades_q69,Is 'Gheorgheni' a type of 'castellum'?,No
pleiades_q70,Is 'Borgo Medievale' a type of 'stupa'?,No
pleiades_q71,Is 'Siberus/Syverus (river)' a type of 'lagoon'?,No
pleiades_q72,"Is 'Second Temple, Jerusalem' a type of 'mountain'?",No
pleiades_q73,Is 'Temple in Block X7' a type of 'unlabeled'?,No
pleiades_q74,Is 'Arch of Hadrian at Athens' a type of 'temple'?,No
pleiades_q75,Is 'Boumasanoi' a type of 'bath'?,No
pleiades_q76,"Is 'Roman villa, via Michelangelo Tilli' a type of 'unlabeled'?",No
pleiades_q77,Is 'Opis' a type of 'whirlpool'?,No
pleiades_q78,Is 'Campo Real-Fillera' a type of 'findspot'?,No
pleiades_q79,Is 'Giribaile' a type of 'dike'?,No
pleiades_q80,Is 'Àger' a type of 'palace'?,No
pleiades_q81,Is 'Creon (mountain)' a type of 'nome-gr'?,No
pleiades_q82,Is 'Gallenos' a type of 'forum'?,No
pleiades_q83,Is 'Tel Kisson' a type of 'findspot'?,No
pleiades_q84,Is 'Balagrae' a type of 'pagus'?,No
pleiades_q85,Is 'Boucheion' a type of 'archive-repository'?,No
pleiades_q86,Is '‘Tripontio’' a type of 'agora'?,No
pleiades_q87,Is 'Block E2' a type of 'villa'?,No
pleiades_q88,Is 'Karatepe' a type of 'cultural-landscape'?,No
pleiades_q89,"Is 'S. Iohannis, Mon.' a type of 'plateau'?",No
pleiades_q90,Is 'Tiefencastel' a type of 'earthworks'?,No
pleiades_q91,Is 'Roman theater at Cales' a type of 'bath'?,No
pleiades_q92,Is 'Elatus (mountain)' a type of 'metalworking'?,No
pleiades_q93,Is '*Astora?' a type of 'military-installation-or-camp-temporary'?,No
pleiades_q94,Is 'Lake Mezzano' a type of 'watercourse'?,No
pleiades_q95,Is 'Tagonios (river)' a type of 'frontier-system-limes'?,No
pleiades_q96,Is 'Se(o)uerou' a type of 'tower-single'?,No
pleiades_q97,Is 'Tongeren Gallo-Roman temple complex' a type of 'city-wall'?,No
pleiades_q98,Is 'Gerulata' a type of 'gateway'?,No
pleiades_q99,Is 'Iac(c)a' a type of 'basilica'?,No
pleiades_q100,Is 'Artemis Laphria Sanctuary (Kalydon)' a type of 'vicus'?,No
