id,question
fma_q34,Is 'Sulcal segment of left superior parietal lobule' a type of 'Sulcal segment of superior parietal lobule'?
fma_q35,Is 'Parenchyma of lobe of prostate' a type of 'Parenchyma'?
fma_q36,Is 'Branch of maxillary artery' a type of 'Subdivision of external carotid artery'?
fma_q37,Is 'Quadrilateral segment of inferior surface of right teres minor' a type of 'Quadrilateral segment of inferior surface of teres minor'?
fma_q38,Is 'Trabecular bone of middle phalanx of right third toe' a type of 'Trabecular bone of middle phalanx of third toe'?
fma_q39,Is 'Left twelfth costochondral joint' a type of 'Twelfth costochondral joint'?
fma_q40,Is 'Vasculature of bony part of proximal phalanx of right little toe' a type of 'Vasculature of bony part of proximal phalanx of little toe'?
fma_q41,Is 'Basal ramus of right anterior basal segmental bronchus' a type of 'Basal ramus of anterior basal segmental bronchus'?
fma_q42,Is 'Trunk of branch of sciatic nerve' a type of 'Trunk of branch of sacral nerve plexus'?
fma_q43,Is 'Left posterior deep temporal nerve' a type of 'Posterior deep temporal nerve'?
fma_q44,Is 'Vasculature of bony part of left cuboid bone' a type of 'Vasculature of bony part of cuboid bone'?
fma_q45,Is 'Medial branch of left hepatic duct' a type of 'Segment of biliary tree'?
fma_q46,Is 'Periosteum of right pedicle of sixth cervical vertebra' a type of 'Periosteum of pedicle of sixth cervical vertebra'?
fma_q47,Is 'Vasculature of region of pancreas' a type of 'Vasculature of organ region'?
fma_q48,Is 'Bony part of metaphysis of right fibula' a type of 'Bony part of metaphysis of fibula'?
fma_q49,Is 'Cingulum of lower incisor tooth' a type of 'Cingulum of incisor tooth'?
fma_q50,Is 'Left inferior palpebral arch' a type of 'Inferior palpebral arch'?
fma_q51,Is 'Articular capsule of L5-S1 vertebral arch joint' a type of 'Plexiform layer of Brodmann area 31'?
fma_q52,Is 'Muscle fasciculus of left scalenus anterior' a type of 'Myelinated nerve fiber'?
fma_q53,Is 'Bone of spine of left scapula' a type of 'Lateral part of plantar aponeurosis'?
fma_q54,Is 'S2 root of right inferior gluteal nerve' a type of 'Pleural branch of sixth intercostal nerve'?
fma_q55,Is 'External pyramidal layer of right Brodmann area 23' a type of 'Vasculature of hand'?
fma_q56,Is 'Muscle body of left flexor digitorum profundus' a type of 'Trabecular bone of superior articular process of seventh cervical vertebra'?
fma_q57,Is 'Compact bone of navicular bone of right foot' a type of 'Muscular branch of medial branch of posterior ramus of fourth thoracic nerve'?
fma_q58,Is 'Compact bone of epiphysis of right radius' a type of 'Mesial contact surface of first upper premolar tooth'?
fma_q59,Is 'Trunk of prostatic part of left inferior gluteal artery' a type of 'Muscle of anterior abdominal wall'?
fma_q60,Is 'Trunk of right first posterior thoracic radicular vein' a type of 'Surface of third lower molar tooth'?
fma_q61,Is 'Set of buccal branches of facial nerve' a type of 'Subdivision of surface of distal epiphysis of ulna'?
fma_q62,Is 'Maxillary dental arcade' a type of 'Lingual surface layer of lower lateral incisor tooth'?
fma_q63,Is 'Compact bone of distal epiphysis of middle phalanx of left middle finger' a type of 'Wall of synovial tendon sheath of little finger'?
fma_q64,Is 'Posterior ramus of left seventh thoracic nerve' a type of 'Choroid proper'?
fma_q65,Is 'Trunk proper of right axillary nerve' a type of 'Bony part of diaphysis proper of fifth metacarpal bone'?
fma_q66,Is 'Cardiovascular system of male human body' a type of 'Fascia of dorsal interosseous of hand'?
fma_q67,Is 'Subcapital part of right humerus' a type of 'Fibrous membrane of articular capsule of C6-C7 vertebral arch joint'?
fma_q68,Is 'White matter of left posterior transverse temporal gyrus' a type of 'Surface of lamina of second thoracic vertebra'?
fma_q69,Is 'Set of perforating radiate arteries of kidney' a type of 'Brodmann area 18 of posterior cingulate gyrus'?
fma_q70,Is 'Metacarpophalangeal part of right hand' a type of 'Skeletal system of fetal limb'?
fma_q71,Is 'Set of pancreatic branches of anterior superior pancreaticoduodenal artery' a type of 'Trunk of branch of genitofemoral nerve'?
fma_q72,Is 'Right arm' a type of 'Mucosa of deferent duct proper'?
fma_q73,Is 'Right second plantar metatarsal vein' a type of 'Anterior radicular branch of subcostal artery'?
fma_q74,Is 'Systemic capillary bed of heart' a type of 'Cytoplasmic intermediate filament protein'?
fma_q75,Is 'T1 segment of right posterior spinocerebellar tract' a type of 'Musculature of subdivision of upper limb'?
fma_q76,Is 'Vasculature of endosteum of right femur' a type of 'Radial nerve component of T1 nerve'?
fma_q77,Is 'Cartilage of inferior surface of central part of body of third thoracic vertebra' a type of 'Part of triplet microtubule of kinetosome of flagellum'?
fma_q78,Is 'Nuclear filament component of nuclear pore complex' a type of 'Fetal muscle organ'?
fma_q79,Is 'Periderm' a type of 'Afferent neuron'?
fma_q80,Is 'Trunk of auricular branch of right vagus nerve' a type of 'Muscle of terminal notch of auricle'?
fma_q81,Is 'Posterior wall of pyloric antrum' a type of 'Humeroradial joint'?
fma_q82,Is 'Promontorial lymph node group' a type of 'Contact surface of lower premolar tooth'?
fma_q83,Is 'Sternal head of right sternocleidomastoid' a type of 'Perimysium of sartorius'?
fma_q84,Is 'Superficial fascia of infratemporal part of head' a type of 'Wall of lymphatic duct subtree'?
fma_q85,Is 'Skeletal muscle tissue of right subclavius' a type of 'Irregular bone'?
fma_q86,Is 'Costal branch of eighth posterior intercostal artery' a type of 'Set of lymphatic vessels of mouth'?
fma_q87,Is 'Uterine vein' a type of 'Fibrous membrane of synovial tendon sheath of middle finger'?
fma_q88,Is 'Right inferior postcentral sulcus' a type of 'Abducens nucleus'?
fma_q89,Is 'Set of reticular nuclei of pontile tegmentum' a type of 'Posterior root of sixth cervical nerve'?
fma_q90,Is 'Posterior division of left branch of atrioventricular bundle' a type of 'Area of insertion of temporalis in lateral region of coronoid process of mandible'?
fma_q91,Is 'Cartilage of inferior surface of right posterolateral part of body of fifth cervical vertebra' a type of 'Segment of posterior spinocerebellar tract'?
fma_q92,Is 'Left capitate bone proper' a type of 'Medial region of anterior part of zygomatic process of temporal bone'?
fma_q93,Is 'Body of sixth rib' a type of 'Medial surface of triquetral'?
fma_q94,Is 'S2 segment of right nucleus proprius' a type of 'Cartilage of interlobar bronchus'?
fma_q95,Is 'Branch of sacral nerve plexus to coccygeus' a type of 'Trunk of subclavian nerve'?
fma_q96,Is 'Bony part of distal epiphysis of fifth metatarsal bone' a type of 'Distal segment of C6 root of median nerve'?
fma_q97,Is 'Cervicothoracic ganglion' a type of 'Trunk of fourth posterior thoracic radicular vein'?
fma_q98,Is 'Right posterior basal segmental bronchus' a type of 'Fissural margin of upper lobe of lung'?
fma_q99,Is 'Intercellular junction' a type of 'Surface of mamillary process of third lumbar vertebra'?
fma_q100,Is 'External pyramidal layer of Brodmann area 35' a type of 'L5 segment of dorsal funiculus of spinal cord'?
