id,question
cso_q72,Is 'independent component analysis %28ica%29' a type of 'combinatorial optimisation'?
cso_q73,Is 'human computer interaction' a type of 'linux- operating system'?
cso_q74,Is 'pll' a type of 'grey prediction'?
cso_q75,Is 'textual entailment' a type of 'backpropagation algorithm'?
cso_q76,Is 'sink nodes' a type of 'periodic structures'?
cso_q77,Is 'noise signals' a type of 'convergence%2C ocular'?
cso_q78,Is 'inas quantum dots' a type of 'chromosome translocation 22'?
cso_q79,Is 'on chip memory' a type of 'image denoising'?
cso_q80,Is 'type strain' a type of 'tracking radar'?
cso_q81,Is 'probabilistic routing' a type of 'mathematical transformations'?
cso_q82,Is 'parallel mechanism' a type of 'ellipsometry'?
cso_q83,Is 'selective mapping' a type of 'catalogue identifiers'?
cso_q84,Is 'attitude control' a type of 'vocabulary control'?
cso_q85,Is 'dynamic partial reconfiguration' a type of 'identity-based encryption'?
cso_q86,Is 'brain-computer interfaces' a type of 'fragile watermarking'?
cso_q87,Is 'walking pattern' a type of 'complex networks'?
cso_q88,Is 'index of biotic integrity' a type of 'high electron mobility transistors'?
cso_q89,Is 'mammograms' a type of 'two-photon absorption'?
cso_q90,Is 'umls' a type of 'mean squared error'?
cso_q91,Is 'correlation dimensions' a type of 'metal insulator boundaries'?
cso_q92,Is 'hole mobility' a type of 'facial images'?
cso_q93,Is 'remote servers' a type of 'group communications'?
cso_q94,Is 'security level' a type of 'variable frequency oscillators'?
cso_q95,Is 'bipedal robot' a type of 'takagi sugeno fuzzy models'?
cso_q96,Is 'quality of service parameters' a type of 'distribution functions'?
cso_q97,Is 'nitrospirae' a type of 'gabor wavelets'?
cso_q98,Is 'cost-utility' a type of 'phase unwrapping'?
cso_q99,Is 'incompressible flows' a type of 'hand held device'?
cso_q100,Is 'queuing networks' a type of 'signal sub-space'?
