id,question
pleiades_q53,Is 'Villa of the Papyri' a type of 'palace-complex'?
pleiades_q54,Is 'Celsa/Col. Victrix Iulia Lepida' a type of 'findspot'?
pleiades_q55,Is 'Isarcus (river)' a type of 'bay'?
pleiades_q56,Is 'Olèrdola' a type of 'anchorage'?
pleiades_q57,Is 'Kabeirion' a type of 'satrapy'?
pleiades_q58,Is 'Ilarkouris' a type of 'abbey-church'?
pleiades_q59,Is 'Aveldius (river)' a type of 'treasury'?
pleiades_q60,Is 'Armenia' a type of 'estuary'?
pleiades_q61,Is 'Atrans' a type of 'arch'?
pleiades_q62,Is 'Nousaripa' a type of 'bridge-group'?
pleiades_q63,Is 'Vicus Carporum' a type of 'false toponym'?
pleiades_q64,Is 'Los Cuadriales' a type of 'tell'?
pleiades_q65,Is 'Tomb of Marcus Servilius Quartus' a type of 'earthworks'?
pleiades_q66,Is '‘Heracleustibus’' a type of 'circus'?
pleiades_q67,Is 'Teuparat' a type of 'feature'?
pleiades_q68,Is 'Th(e)rambos' a type of 'mosque'?
pleiades_q69,Is 'Gheorgheni' a type of 'castellum'?
pleiades_q70,Is 'Borgo Medievale' a type of 'stupa'?
pleiades_q71,Is 'Siberus/Syverus (river)' a type of 'lagoon'?
pleiades_q72,"Is 'Second Temple, Jerusalem' a type of 'mountain'?"
pleiades_q73,Is 'Temple in Block X7' a type of 'unlabeled'?
pleiades_q74,Is 'Arch of Hadrian at Athens' a type of 'temple'?
pleiades_q75,Is 'Boumasanoi' a type of 'bath'?
pleiades_q76,"Is 'Roman villa, via Michelangelo Tilli' a type of 'unlabeled'?"
pleiades_q77,Is 'Opis' a type of 'whirlpool'?
pleiades_q78,Is 'Campo Real-Fillera' a type of 'findspot'?
pleiades_q79,Is 'Giribaile' a type of 'dike'?
pleiades_q80,Is 'Àger' a type of 'palace'?
pleiades_q81,Is 'Creon (mountain)' a type of 'nome-gr'?
pleiades_q82,Is 'Gallenos' a type of 'forum'?
pleiades_q83,Is 'Tel Kisson' a type of 'findspot'?
pleiades_q84,Is 'Balagrae' a type of 'pagus'?
pleiades_q85,Is 'Boucheion' a type of 'archive-repository'?
pleiades_q86,Is '‘Tripontio’' a type of 'agora'?
pleiades_q87,Is 'Block E2' a type of 'villa'?
pleiades_q88,Is 'Karatepe' a type of 'cultural-landscape'?
pleiades_q89,"Is 'S. Iohannis, Mon.' a type of 'plateau'?"
pleiades_q90,Is 'Tiefencastel' a type of 'earthworks'?
pleiades_q91,Is 'Roman theater at Cales' a type of 'bath'?
pleiades_q92,Is 'Elatus (mountain)' a type of 'metalworking'?
pleiades_q93,Is '*Astora?' a type of 'military-installation-or-camp-temporary'?
pleiades_q94,Is 'Lake Mezzano' a type of 'watercourse'?
pleiades_q95,Is 'Tagonios (river)' a type of 'frontier-system-limes'?
pleiades_q96,Is 'Se(o)uerou' a type of 'tower-single'?
pleiades_q97,Is 'Tongeren Gallo-Roman temple complex' a type of 'city-wall'?
pleiades_q98,Is 'Gerulata' a type of 'gateway'?
pleiades_q99,Is 'Iac(c)a' a type of 'basilica'?
pleiades_q100,Is 'Artemis Laphria Sanctuary (Kalydon)' a type of 'vicus'?
