id,question
cso_q19,Is 'multimodal dialogue systems' a type of 'computer science'?
cso_q66,Is 'context recognition' a type of 'texas instruments'?
fma_q91,Is 'External surface of ureter proper' a type of 'Set of trabeculae of left corpus cavernosum of penis'?
rxnorm_q66,Is 'Pathologic Function' a type of 'Laboratory or Test Result'?
fma_q19,Is 'Solitary lymphoid follicle of jejunum' a type of 'Organized mucosa-associated lymphoid tissue'?
rxnorm_q23,Is 'Laboratory Procedure' a type of 'Event'?
rxnorm_q61,Is 'Geographic Area' a type of 'Mental or Behavioral Dysfunction'?
rxnorm_q35,Is 'Reptile' a type of 'Physical Object'?
cso_q29,Is 'binoculars' a type of 'computer imaging and vision'?
rxnorm_q1,Is 'Chemical Viewed Structurally' a type of 'Entity'?
fma_q1,Is 'Right acetabular fossa' a type of 'Anatomical surface'?
pleiades_q40,Is 'Fulginiae' a type of 'Pompeiacum/Vernemetis'?
fma_q74,Is 'Neural network of atrium' a type of 'Set of norepinephric cells in caudolateral pons [A5]'?
rxnorm_q99,Is 'Organ or Tissue Function' a type of 'Temporal Concept'?
fma_q79,Is 'Synovial fluid of left proximal radioulnar joint' a type of 'Nerve to right pronator quadratus'?
cso_q27,Is 'huffman' a type of 'image analysis'?
fma_q93,Is 'Labial part of vestibule of mouth' a type of 'Intertrochanteric line'?
fma_q31,Is 'Lumen of lobular lactiferous duct' a type of 'Physical anatomical entity'?
rxnorm_q83,Is 'Organic Chemical' a type of 'Cell Function'?
fma_q50,Is 'Periosteum of right second rib' a type of 'Membranous layer of organ wall'?
cso_q44,Is 'lmi approach' a type of 'mathematics'?
rxnorm_q65,Is 'Hormone' a type of 'Organism'?
pleiades_q14,Is 'Katassou' a type of 'Metita'?
fma_q37,Is 'Cavity of middle phalanx of middle finger' a type of 'Anatomical space'?
fma_q62,Is 'Lumbar ganglion' a type of 'Posterolateral part of arm'?
fma_q17,Is 'Muscle fasciculus of right inferior longitudinal muscle of tongue' a type of 'Postnatal anatomical structure'?
pleiades_q2,Is 'Baebiana' a type of 'Ourzan'?
rxnorm_q75,Is 'Enzyme' a type of 'Professional or Occupational Group'?
fma_q54,Is 'Head of second palmar interosseous of left hand' a type of 'Set of right splenius muscles'?
cso_q6,Is 'baum-welch algorithm' a type of 'mathematics'?
fma_q11,Is 'Compact bone of distal epiphysis of middle phalanx of left little finger' a type of 'Compact bone of zone of long bone'?
cso_q34,Is 'asian continental ancestry group' a type of 'computer science'?
fma_q47,Is 'Fascia of flexor pollicis brevis' a type of 'Organ component layer'?
cso_q33,Is 'dynamic bayesian networks' a type of 'computer system'?
cso_q18,Is 'ppm' a type of 'communication systems'?
fma_q25,Is 'Posterior intra-occipital synchondrosis' a type of 'Anatomical junction'?
pleiades_q9,Is 'Bustan' a type of 'Chibanes'?
pleiades_q37,Is 'Scingomagus' a type of 'Algorós'?
pleiades_q18,Is 'San Paolo alla Regola' a type of 'Tell al-Baye'a'?
fma_q75,Is 'Stroma of right ovary' a type of 'Articular cartilage of proximal epiphysis of fifth metacarpal bone'?
cso_q65,Is 'adaptive arrays' a type of 'software quality models'?
rxnorm_q100,"Is 'Biomedical Occupation or Discipline' a type of 'Nucleic Acid, Nucleoside, or Nucleotide'?"
fma_q81,Is 'Cutaneous branch of medial branch of posterior ramus of third cervical nerve' a type of 'Periosteum of superior articular process of fifth thoracic vertebra'?
rxnorm_q49,"Is 'Nucleic Acid, Nucleoside, or Nucleotide' a type of 'Entity'?"
rxnorm_q16,"Is 'Element, Ion, or Isotope' a type of 'Entity'?"
cso_q93,Is 'tcp traffic' a type of 'local decisions'?
rxnorm_q97,Is 'Physical Object' a type of 'Molecular Biology Research Technique'?
fma_q32,Is 'Left cardiac lymphatic trunk' a type of 'Organ component'?
fma_q88,Is 'Lysine' a type of 'Lumen of intermediate interlobular bronchus'?
cso_q5,Is 'spindle speed' a type of 'cad'?
fma_q63,Is 'Muscular branch of left internal pudendal artery' a type of 'A4 pulley of left index finger'?
fma_q39,Is 'Right labium majus' a type of 'Subdivision of trunk'?
pleiades_q46,Is 'Sost' a type of 'Aphaniou'?
rxnorm_q45,Is 'Fish' a type of 'Physical Object'?
fma_q57,Is 'Ostium of left apicoposterior pulmonary artery' a type of 'C7 root of left thoracodorsal nerve'?
rxnorm_q40,Is 'Tissue' a type of 'Entity'?
fma_q86,Is 'Tenth thoracic vertebral arch' a type of 'Nerve to femoral artery'?
fma_q66,Is 'Trunk of branch of recurrent laryngeal nerve to posterior crico-arytenoid' a type of 'Wall of right subclavian artery'?
rxnorm_q37,Is 'Organism Function' a type of 'Phenomenon or Process'?
rxnorm_q74,Is 'Acquired Abnormality' a type of 'Health Care Activity'?
cso_q1,Is 'spreading codes' a type of 'signal to noise ratio'?
rxnorm_q70,Is 'Cell Component' a type of 'Biologically Active Substance'?
rxnorm_q50,Is 'Cell or Molecular Dysfunction' a type of 'Phenomenon or Process'?
rxnorm_q25,Is 'Bird' a type of 'Physical Object'?
cso_q100,Is 'fortran codes' a type of 'localization problems'?
rxnorm_q31,Is 'Fish' a type of 'Entity'?
pleiades_q22,"Is 'Mistelbach an der Zaya' a type of 'Robigo?, T.'?"
cso_q53,Is 'iar' a type of 'fluid simulation'?
rxnorm_q48,Is 'Organism Function' a type of 'Phenomenon or Process'?
fma_q99,Is 'Fourth metatarsal facet of right cuboid bone' a type of 'Branch of suprascapular nerve to glenohumeral joint'?
fma_q55,Is 'Lobar branch of right anterior superior segmental renal artery' a type of 'Trunk of superficial branch of left medial circumflex femoral artery'?
rxnorm_q51,Is 'Molecular Function' a type of 'Medical Device'?
cso_q7,Is 'permanent faults' a type of 'computer systems'?
fma_q72,Is 'Communicating branch between medial common plantar digital nerve with third common plantar digital nerve' a type of 'Zone of reticular formation'?
rxnorm_q4,Is 'Cell or Molecular Dysfunction' a type of 'Event'?
pleiades_q48,Is 'Boukephala? Pr.' a type of 'Barburgh Mill Roman fortlet'?
pleiades_q39,Is 'Myskhako 2' a type of 'Hochdorf'?
pleiades_q6,Is 'Eleutherna Bridge' a type of 'Ashamba 3'?
fma_q77,Is 'Fascia of posterior cervical intertransversarius' a type of 'Accessory subsuperior ramus of right posterior basal segmental bronchus'?
cso_q82,Is 'terminal sliding mode control' a type of 'phase change memory'?
fma_q7,Is 'Subdivision of fetal skeletal system' a type of 'Anatomical structure'?
rxnorm_q33,Is 'Mental Process' a type of 'Event'?
rxnorm_q46,Is 'Laboratory Procedure' a type of 'Event'?
fma_q70,Is 'Distal zone of vastus medialis' a type of 'Anterior margin of right first costal cartilage'?
cso_q52,Is 'analog differential analyzers' a type of 'speaker adaptation'?
fma_q100,Is 'Right lesser wing proper of sphenoid' a type of 'Skin of lower outer quadrant of left breast'?
rxnorm_q34,Is 'Reptile' a type of 'Physical Object'?
cso_q59,Is 'computer assisted language learning' a type of 'medical images'?
fma_q98,Is 'Palmar carpal branch of right radial artery' a type of 'Skin of anterolateral part of knee'?
rxnorm_q77,Is 'Behavior' a type of 'Mammal'?
rxnorm_q98,Is 'Research Activity' a type of 'Social Behavior'?
rxnorm_q79,Is 'Vitamin' a type of 'Anatomical Structure'?
pleiades_q17,Is 'Orniaci' a type of 'Epiakon (Epiacum)'?
cso_q63,Is 'tracking radar' a type of '3d video coding'?
pleiades_q44,Is 'Basa' a type of 'Taurinou'?
fma_q12,Is 'Anterior cranial fossa' a type of 'Immaterial anatomical entity'?
cso_q54,Is 'orthogonal frequency-division multiplexing %28ofdm%29' a type of 'electric power supplies to apparatus'?
fma_q52,Is 'Periosteum of diaphysis proper of first metatarsal bone' a type of 'Ampulla of right deferent duct'?
fma_q45,Is 'Compact bone of diaphysis of left fibula' a type of 'Tissue component of lamellar bone'?
rxnorm_q39,"Is 'Indicator, Reagent, or Diagnostic Aid' a type of 'Entity'?"
fma_q42,Is 'Border of thyroid gland' a type of 'Immaterial anatomical entity'?
fma_q9,Is 'CD100+ lymphocyte' a type of 'Nucleated cell'?
rxnorm_q18,Is 'Pharmacologic Substance' a type of 'Entity'?
cso_q39,Is 'registration accuracy' a type of 'computer science'?
cso_q48,Is 'non-linear optical properties' a type of 'computer hardware'?
pleiades_q13,Is 'Gough's Cave' a type of 'Veneris Iugum'?
rxnorm_q85,Is 'Occupational Activity' a type of 'Health Care Activity'?
fma_q44,Is 'Compartment of middle abdomen' a type of 'Postnatal anatomical structure'?
cso_q32,Is 'ordinary differential equations' a type of 'mathematics'?
rxnorm_q2,"Is 'Amino Acid, Peptide, or Protein' a type of 'Physical Object'?"
cso_q72,Is 'least squares approximations' a type of 'image retrieval systems'?
rxnorm_q52,"Is 'Occupation or Discipline' a type of 'Element, Ion, or Isotope'?"
rxnorm_q32,Is 'Body System' a type of 'Entity'?
cso_q24,Is 'small sample size problems' a type of 'computer imaging and vision'?
cso_q91,Is 'modeling languages' a type of 'localization algorithm'?
cso_q70,Is 'spectral efficiencies' a type of 'drm system'?
pleiades_q23,"Is 'Temple of Jupiter?, Via Appia' a type of 'Fanum Pithiviers-le-Vieil'?"
pleiades_q5,Is 'Bamaccor(...)' a type of 'Vittorito'?
fma_q3,Is 'Neuronal component of gray matter of T3 segment' a type of 'Anatomical structure'?
cso_q37,Is 'high resolution image' a type of 'computer science'?
cso_q17,Is 'face recognition performance' a type of 'computer imaging and vision'?
pleiades_q8,Is 'Tolous' a type of 'Fulfinium/Fertinium'?
pleiades_q45,Is 'Turonium' a type of 'Oppidum de Sermuz'?
rxnorm_q30,Is 'Neoplastic Process' a type of 'Event'?
fma_q18,Is 'Synovial membrane of articular capsule of distal interphalangeal joint of ring finger' a type of 'Synovial membrane of articular capsule of synovial joint'?
cso_q3,Is 'antenna reflectors' a type of 'telecommunication systems'?
rxnorm_q36,Is 'Animal' a type of 'Entity'?
cso_q76,Is 'teleconferencing' a type of 'fast fourier transform algorithm'?
fma_q69,Is 'Nerve to right transverse muscle of tongue' a type of 'Muscular branch of median nerve'?
cso_q58,Is 'route discovery' a type of 'reinforcement learning agent'?
fma_q21,Is 'Proximal segment of left tibial collateral ligament' a type of 'Organ segment'?
rxnorm_q55,Is 'Qualitative Concept' a type of 'Cell'?
cso_q73,Is 'systolic array' a type of 'joint source-channel coding'?
fma_q80,Is 'Ophthalmic-hypophysial segment of trunk of cerebral part of internal carotid artery' a type of 'Segment of cortex of gyrus of limbic lobe'?
pleiades_q12,Is 'Necropolis of Pantalica' a type of 'Lissos (river)'?
rxnorm_q59,Is 'Pharmacologic Substance' a type of 'Animal'?
fma_q95,Is 'Distal tendon of right tibialis anterior' a type of 'Muscle layer of subdivision of duodenum'?
pleiades_q34,Is 'La Salata necropolis' a type of 'Pyrgouthi'?
rxnorm_q43,"Is 'Indicator, Reagent, or Diagnostic Aid' a type of 'Physical Object'?"
pleiades_q28,Is 'Tasopeion' a type of 'Chervony Mayak'?
fma_q49,Is 'Tendon of right first interspinalis lumborum' a type of 'Organ component'?
cso_q22,Is 'model based testing' a type of 'microprocessor chips'?
rxnorm_q64,Is 'Amphibian' a type of 'Cell or Molecular Dysfunction'?
fma_q35,Is 'Trunk of acetabular branch of medial circumflex femoral artery' a type of 'Arterial trunk'?
cso_q98,Is 'transmission power control' a type of 'music genre classification'?
cso_q28,Is 'low jitters' a type of 'computer science'?
fma_q67,Is 'Proatlantal intersegmental artery' a type of 'First dorsal tarsometatarsal ligament'?
pleiades_q36,Is 'Pyron Pedion' a type of 'Vanesia'?
rxnorm_q71,Is 'Social Behavior' a type of 'Self-help or Relief Organization'?
rxnorm_q84,Is 'Vitamin' a type of 'Hazardous or Poisonous Substance'?
cso_q9,Is 'error rate %28er%29' a type of 'database'?
fma_q76,Is 'Anterior surface of left scalenus medius' a type of 'Left neurocentral junction of second thoracic vertebra'?
cso_q2,Is 'speech transmission' a type of 'computer system'?
fma_q24,Is 'Left subcostal vein' a type of 'Segment of hollow tree organ'?
pleiades_q25,Is 'Qaqun' a type of 'Kirra'?
fma_q68,Is 'Inferior subtendinous bursa of biceps femoris' a type of 'Inferior flexure of duodenum'?
cso_q84,Is 'neutral type' a type of 'incompressible flow'?
pleiades_q24,Is 'Sambracena/Sambrachate' a type of 'Yukarı Anzaf'?
rxnorm_q88,Is 'Pharmacologic Substance' a type of 'Body System'?
rxnorm_q60,Is 'Mammal' a type of 'Cell'?
rxnorm_q76,Is 'Classification' a type of 'Mental Process'?
cso_q55,Is 'modes of operation' a type of 'concurrent transactions'?
rxnorm_q69,Is 'Entity' a type of 'Organism Attribute'?
cso_q15,Is 'rfid' a type of 'computer imaging and vision'?
rxnorm_q28,Is 'Mammal' a type of 'Entity'?
fma_q2,Is 'Vasculature of body proper' a type of 'Organ part cluster'?
cso_q38,Is 'architecture knowledge exploiting' a type of 'computer science'?
cso_q79,Is 'distributed systems' a type of 'closed-loop control'?
rxnorm_q27,Is 'Reptile' a type of 'Entity'?
cso_q97,Is 'particle beam injection' a type of 'computer aided design'?
rxnorm_q56,Is 'Chemical' a type of 'Body Space or Junction'?
pleiades_q19,Is 'Fuweileh el-Gharbiyeh' a type of 'Piazza d'Armi'?
fma_q41,Is 'Cartilage of body of fifth cervical vertebra' a type of 'Cartilage tissue'?
pleiades_q3,Is 'Assur Archive 37' a type of 'Driel-Baarskamp'?
pleiades_q50,Is '‘Danova’' a type of 'Lake'?
fma_q33,Is 'Root canal of left lower lateral incisor tooth' a type of 'Anatomical cavity'?
cso_q26,Is 'media access control %28mac%29' a type of 'computer systems'?
rxnorm_q82,Is 'Chemical Viewed Functionally' a type of 'Cell Component'?
rxnorm_q15,Is 'Cell or Molecular Dysfunction' a type of 'Phenomenon or Process'?
rxnorm_q90,Is 'Food' a type of 'Chemical Viewed Functionally'?
cso_q96,Is 'electromechanical systems' a type of 'input models'?
rxnorm_q24,Is 'Biomedical or Dental Material' a type of 'Entity'?
fma_q96,Is 'Surface of distal epiphysis of right femur' a type of 'Synovial membrane of articular capsule of C4-C5 vertebral arch joint'?
cso_q89,Is 'cell phones' a type of 'sea state'?
fma_q4,Is 'Preganglionic segment of posterior root of seventh thoracic spinal nerve' a type of 'Segment of neural tree organ'?
fma_q14,Is 'External medial border of right nasal bone' a type of 'Bona fide anatomical line'?
rxnorm_q6,Is 'Chemical Viewed Functionally' a type of 'Entity'?
fma_q43,Is 'Articular cartilage of tubercle of left sixth rib' a type of 'Hyaline cartilage'?
rxnorm_q11,Is 'Neoplastic Process' a type of 'Phenomenon or Process'?
cso_q81,Is 'open stubs' a type of 'evolutionary search'?
fma_q40,Is 'Epimysium of right flexor hallucis brevis' a type of 'Organ component layer'?
rxnorm_q5,Is 'Vertebrate' a type of 'Entity'?
cso_q99,Is 'uniform linear array' a type of 'biped robots'?
cso_q47,Is '40 gb%2Fs' a type of 'packet networks'?
pleiades_q15,"Is 'Torre d'Ischia, Vejano' a type of 'Therma'?"
pleiades_q26,Is 'Izlaz' a type of 'Forum granary'?
rxnorm_q26,Is 'Gene or Genome' a type of 'Entity'?
fma_q89,Is 'Lymph node group of head' a type of 'Periosteum of articular process of sixth thoracic vertebra'?
cso_q41,Is 'timing jitter' a type of 'computer science'?
cso_q36,Is 'wavelet analysis' a type of 'computer science'?
fma_q28,Is 'Medial antebrachial cutaneous nerve component of trunk of anterior ramus of left first thoracic nerve' a type of 'Segment of neural tree organ'?
fma_q87,Is 'Parenchyma of posterior lobe of prostate' a type of 'Epimysium of second plantar interosseous of right foot'?
pleiades_q20,Is 'Solymnia' a type of 'Brachaud Roman Villa'?
cso_q92,Is 'markov random field %28mrf%29' a type of 'nfc'?
cso_q95,Is 'phase detectors' a type of 'stochastic simulations'?
cso_q20,Is 'rule based reasoning' a type of 'computer science'?
cso_q8,Is 'secret sharing scheme' a type of 'cryptology'?
cso_q13,Is 'ica algorithms' a type of 'computational linguistics'?
rxnorm_q92,Is 'Regulation or Law' a type of 'Antibiotic'?
fma_q82,Is 'Lateral pectoral nerve' a type of 'Unnamed branch of right seventh posterior intercostal artery'?
pleiades_q35,Is 'Vari' a type of 'Anactorium'?
fma_q85,Is 'Left tibia' a type of 'Area of insertion of adductor brevis'?
rxnorm_q22,Is 'Genetic Function' a type of 'Phenomenon or Process'?
fma_q38,Is 'Groove for branch of middle meningeal artery' a type of 'Anatomical surface'?
pleiades_q1,Is 'Barnsley Park' a type of 'Aloustou Phrourion'?
rxnorm_q93,"Is 'Laboratory Procedure' a type of 'Nucleic Acid, Nucleoside, or Nucleotide'?"
fma_q27,Is 'Upper inner quadrant of female breast' a type of 'Region of anterior chest'?
fma_q58,Is 'Arcuate branch of posterior segmental renal artery' a type of 'Anterior wall of pyloric antrum'?
rxnorm_q87,Is 'Body Location or Region' a type of 'Inorganic Chemical'?
rxnorm_q10,Is 'Plant' a type of 'Entity'?
cso_q25,Is 'fuzzy partition' a type of 'computer science'?
fma_q29,Is 'Vasculature of distal phalanx of right third toe' a type of 'Vasculature of long bone'?
cso_q43,Is 'mammograms' a type of 'computer imaging and vision'?
pleiades_q41,Is 'Monsanto' a type of 'Pedonia'?
fma_q61,Is 'Third part of occipital artery' a type of 'Gluteal surface of ilium'?
rxnorm_q20,Is 'Immunologic Factor' a type of 'Substance'?
cso_q14,Is 'tamper detection' a type of 'computer security'?
rxnorm_q68,Is 'Cell Function' a type of 'Language'?
cso_q42,Is 'smart phone' a type of 'computer communication networks'?
cso_q78,Is 'integrated circuit testing' a type of 'total transmit power'?
rxnorm_q62,Is 'Event' a type of 'Physical Object'?
fma_q5,Is 'Surface of left supraspinous fossa' a type of 'Bona fide anatomical surface'?
cso_q49,Is 'chinese word segmentation' a type of 'machine learning methods'?
cso_q90,Is 'cortical sensory aphasia' a type of 'semantic gap'?
cso_q10,Is 'grating' a type of 'machine learnings'?
cso_q71,Is 'h.264%2Favc' a type of 'control packets'?
fma_q53,Is 'Purkinje cell layer of cortex of right hemisphere of cerebellum' a type of 'Superficial part of pes anserinus'?
rxnorm_q12,Is 'Pharmacologic Substance' a type of 'Physical Object'?
rxnorm_q72,Is 'Genetic Function' a type of 'Food'?
fma_q22,Is 'Superior ligament of right incus' a type of 'Ligament organ'?
fma_q65,Is 'Posterior polar zone of right lens' a type of 'Peritoneal mesentery'?
fma_q15,Is 'Primitive cardiac chamber' a type of 'Physical anatomical entity'?
cso_q69,Is 'unified modeling language' a type of 'interference channel'?
fma_q8,Is 'Surface of right parietal lobe' a type of 'Surface of organ region'?
rxnorm_q81,Is 'Mental or Behavioral Dysfunction' a type of 'Hormone'?
rxnorm_q17,Is 'Organism Function' a type of 'Event'?
rxnorm_q58,Is 'Drug Delivery Device' a type of 'Eukaryote'?
pleiades_q43,Is 'Donatım' a type of 'Belikov'?
rxnorm_q73,Is 'Chemical' a type of 'Receptor'?
cso_q88,Is 'information and communication technologies %28ict%29' a type of 'wideband signals'?
rxnorm_q9,Is 'Drug Delivery Device' a type of 'Entity'?
fma_q23,Is 'Vasculature of fourth thoracic vertebra' a type of 'Vasculature'?
rxnorm_q41,Is 'Animal' a type of 'Entity'?
fma_q36,Is 'Left costal facet of body of fourth thoracic vertebra' a type of 'Subdivision of surface of body of vertebra'?
cso_q30,Is 'ieee 802.16' a type of 'computer science'?
pleiades_q7,Is 'Circus Maximus Mithraeum' a type of 'Auridai'?
cso_q64,Is 'pareto optimal' a type of 'unified modelling language'?
fma_q13,Is 'Compact bone of diaphysis proper of phalanx of left little finger' a type of 'Compact bone of zone of long bone'?
cso_q31,Is 'photoacoustic imaging' a type of 'matrix algebra'?
pleiades_q31,Is 'Illyrikon' a type of 'Chersonesos'?
cso_q11,Is 'periodic arrays' a type of 'computer networks'?
pleiades_q38,Is 'Karivalamvandanallur' a type of 'Succorum Angustiae'?
cso_q35,Is 'broadcasting' a type of 'computer system'?
rxnorm_q91,Is 'Organic Chemical' a type of 'Molecular Biology Research Technique'?
pleiades_q4,Is 'Ambracia' a type of 'Cappadocia Gate at Kerkenes'?
rxnorm_q94,Is 'Nucleotide Sequence' a type of 'Gene or Genome'?
cso_q74,Is 'karyotyping' a type of 'adaptive modulation'?
cso_q67,Is 'sparql' a type of 'unconstrained optimization problems'?
pleiades_q27,Is 'Birdhope Camps' a type of 'Pyrrou Charax'?
cso_q46,Is 'wavelength assignment' a type of 'computer systems'?
cso_q12,Is 'semiconductor optical amplifier' a type of 'sensors'?
rxnorm_q21,Is 'Reptile' a type of 'Physical Object'?
pleiades_q21,Is 'Bel Poggio' a type of 'Lancienses Transcudani'?
fma_q6,Is 'C6 ventral column nucleus of left superior subscapular nerve' a type of 'Segment of gray matter of spinal cord'?
pleiades_q29,Is 'Vîrciorova' a type of 'Alpes (mountains)'?
fma_q46,Is 'Bony part of seventh thoracic vertebral arch' a type of 'Cardinal organ part'?
rxnorm_q42,Is 'Pharmacologic Substance' a type of 'Physical Object'?
rxnorm_q67,Is 'Biologically Active Substance' a type of 'Medical Device'?
rxnorm_q53,Is 'Quantitative Concept' a type of 'Disease or Syndrome'?
cso_q68,Is 'underactuated systems' a type of 'controller parameter'?
cso_q86,Is 'data integration system' a type of 'software protection'?
fma_q64,Is 'Stratum lucidum of epidermis' a type of 'Cortex of right frontal lobe'?
fma_q48,Is 'CD3+CD16+ lymphocyte' a type of 'Somatic cell'?
rxnorm_q95,"Is 'Amphibian' a type of 'Element, Ion, or Isotope'?"
cso_q51,Is 'pre-coding' a type of 'relational data models'?
pleiades_q33,Is 'er Rmel' a type of 'Metallum Vipascense'?
fma_q73,Is 'Interosseous metacarpal space of right hand' a type of 'Inferior surface of left clavicle'?
rxnorm_q44,Is 'Vitamin' a type of 'Physical Object'?
cso_q62,Is 'optical scanners' a type of 'pentacenes'?
cso_q40,Is 'exact solution' a type of 'mathematics'?
fma_q78,Is 'C5 segment of left dorsal funiculus of spinal cord' a type of 'Distal tendon of alar part of right nasalis'?
fma_q51,Is 'Visceral pelvic peritoneum' a type of 'Lateral part of plantar digital artery of right fifth toe'?
rxnorm_q54,Is 'Organ or Tissue Function' a type of 'Cell'?
pleiades_q11,Is 'Hadrianopolis' a type of 'Artamis? (river)'?
cso_q77,Is 'structural frames' a type of 'wavelength assignment'?
rxnorm_q8,Is 'Reptile' a type of 'Organism'?
cso_q61,Is 'semantic gap' a type of 'point-spread function'?
cso_q80,Is 'incompressible fluid' a type of 'non-binary ldpc codes'?
rxnorm_q89,Is 'Cell Component' a type of 'Cell Function'?
fma_q26,Is 'Periosteum of right incus' a type of 'Membranous layer of organ wall'?
fma_q20,Is 'Right superficial anterior lens cortex' a type of 'Portion of tissue'?
cso_q94,Is 'component-based software development' a type of 'wearable computers'?
pleiades_q10,Is 'Phoenice (region)' a type of 'Arianzos'?
cso_q4,Is 'reference architecture' a type of 'computer science'?
rxnorm_q14,Is 'Acquired Abnormality' a type of 'Entity'?
rxnorm_q13,Is 'Tissue' a type of 'Entity'?
fma_q30,Is 'Left perineal artery' a type of 'Systemic artery'?
cso_q23,Is 'border gateway protocol %28bgp%29' a type of 'computer system'?
cso_q56,Is 'digital image watermarking' a type of 'queuing systems'?
fma_q97,Is 'Integument of right pectoral girdle' a type of 'Bony part of proximal phalanx of right ring finger'?
rxnorm_q47,"Is 'Nucleic Acid, Nucleoside, or Nucleotide' a type of 'Entity'?"
fma_q90,Is 'First left anterior branch of anterior interventricular branch of left coronary artery' a type of 'Posterior branch of axillary nerve'?
rxnorm_q96,Is 'Organism Function' a type of 'Bird'?
cso_q16,Is 'anomaly detection methods' a type of 'computer security'?
cso_q50,Is 'acoustic surface wave filters' a type of 'signal processing'?
rxnorm_q29,Is 'Cell or Molecular Dysfunction' a type of 'Phenomenon or Process'?
fma_q10,Is 'Axillary nerve branch of posterior division of anterior ramus of left sixth cervical nerve' a type of 'Branch of spinal nerve'?
pleiades_q47,Is 'Agudo' a type of 'el Qasr'?
pleiades_q16,"Is 'Tomb of Lucius Publicius Syneros, Aebia Fausta, Lucius Aebius Aristo and Aebia Hilara' a type of 'Midicca?'?"
pleiades_q30,Is 'Casale Vignale necropolis' a type of 'Montegiordano'?
fma_q16,Is 'Segment of inferior olivary complex' a type of 'Organ region'?
cso_q87,Is 'image registration algorithm' a type of 'tactics for modifiability'?
