id,question
rxnorm_q64,Is 'Amphibian' a type of 'Cell or Molecular Dysfunction'?
rxnorm_q65,Is 'Hormone' a type of 'Organism'?
rxnorm_q66,Is 'Pathologic Function' a type of 'Laboratory or Test Result'?
rxnorm_q67,Is 'Biologically Active Substance' a type of 'Medical Device'?
rxnorm_q68,Is 'Cell Function' a type of 'Language'?
rxnorm_q69,Is 'Entity' a type of 'Organism Attribute'?
rxnorm_q70,Is 'Cell Component' a type of 'Biologically Active Substance'?
rxnorm_q71,Is 'Social Behavior' a type of 'Self-help or Relief Organization'?
rxnorm_q72,Is 'Genetic Function' a type of 'Food'?
rxnorm_q73,Is 'Chemical' a type of 'Receptor'?
rxnorm_q74,Is 'Acquired Abnormality' a type of 'Health Care Activity'?
rxnorm_q75,Is 'Enzyme' a type of 'Professional or Occupational Group'?
rxnorm_q76,Is 'Classification' a type of 'Mental Process'?
rxnorm_q77,Is 'Behavior' a type of 'Mammal'?
rxnorm_q78,Is 'Machine Activity' a type of 'Pharmacologic Substance'?
rxnorm_q79,Is 'Vitamin' a type of 'Anatomical Structure'?
rxnorm_q80,"Is 'Element, Ion, or Isotope' a type of 'Pharmacologic Substance'?"
rxnorm_q81,Is 'Mental or Behavioral Dysfunction' a type of 'Hormone'?
rxnorm_q82,Is 'Chemical Viewed Functionally' a type of 'Cell Component'?
rxnorm_q83,Is 'Organic Chemical' a type of 'Cell Function'?
rxnorm_q84,Is 'Vitamin' a type of 'Hazardous or Poisonous Substance'?
rxnorm_q85,Is 'Occupational Activity' a type of 'Health Care Activity'?
rxnorm_q86,Is 'Experimental Model of Disease' a type of 'Reptile'?
rxnorm_q87,Is 'Body Location or Region' a type of 'Inorganic Chemical'?
rxnorm_q88,Is 'Pharmacologic Substance' a type of 'Body System'?
rxnorm_q89,Is 'Cell Component' a type of 'Cell Function'?
rxnorm_q90,Is 'Food' a type of 'Chemical Viewed Functionally'?
rxnorm_q91,Is 'Organic Chemical' a type of 'Molecular Biology Research Technique'?
rxnorm_q92,Is 'Regulation or Law' a type of 'Antibiotic'?
rxnorm_q93,"Is 'Laboratory Procedure' a type of 'Nucleic Acid, Nucleoside, or Nucleotide'?"
rxnorm_q94,Is 'Nucleotide Sequence' a type of 'Gene or Genome'?
rxnorm_q95,"Is 'Amphibian' a type of 'Element, Ion, or Isotope'?"
rxnorm_q96,Is 'Organism Function' a type of 'Bird'?
rxnorm_q97,Is 'Physical Object' a type of 'Molecular Biology Research Technique'?
rxnorm_q98,Is 'Research Activity' a type of 'Social Behavior'?
rxnorm_q99,Is 'Organ or Tissue Function' a type of 'Temporal Concept'?
rxnorm_q100,"Is 'Biomedical Occupation or Discipline' a type of 'Nucleic Acid, Nucleoside, or Nucleotide'?"
