id,question
fma_q53,Is 'Crown pulp of right lateral upper incisor tooth' FMAID 'fma:fma71149'?
fma_q54,Is 'Lumen of female urethra' Synonyms '10869'?
fma_q55,Is 'Costal articular facet of left clavicle' http://data.bioontology.org/metadata/prefix IRI 'White communicating ramus of right second lumbar ventral ramus'?
fma_q56,Is 'Lateral umbilical fold' non English equivalent 'fma:fma76785'?
fma_q57,Is 'Right mamillothalamic tract' synonym 'fma:fma86417'?
fma_q58,Is 'Trunk proper of left axillary nerve' http://data.bioontology.org/metadata/prefix IRI '85556'?
fma_q59,Is 'Superficial branch of left supra-orbital artery' Obsolete 'Rameau lingulaire'?
fma_q60,Is 'Infra-orbital artery' FMAID 'fma:fma44522'?
fma_q61,Is 'Left first sacral nerve' synonym 'Lateral part of costal pleura'?
fma_q62,Is 'Rootlet of left third lumbar nerve' http://data.bioontology.org/metadata/prefix IRI 'Inferior surface of palatine process of maxilla'?
fma_q63,Is 'Trunk of communicating branch of femoral branch of right genitofemoral nerve with intermediate femoral cutaneous nerve' http://data.bioontology.org/metadata/prefix IRI '44677'?
fma_q64,Is 'C4 segment of right posterior spinocerebellar tract' preferred name 'Fossette ptérygoïdienne'?
fma_q65,Is 'C7 posterior nerve rootlet complex of right median nerve' http://data.bioontology.org/metadata/prefix IRI 'Hidden border of nail of toe'?
fma_q66,Is 'Trunk of meningeal branch of hypoglossal nerve to wall of occipital sinus' http://data.bioontology.org/metadata/prefix IRI 'Periosteum of left stapes'?
fma_q67,Is 'Postanal space' Obsolete 'Part of axoneme of cilium'?
fma_q68,Is 'Alveolar bone of right second lower premolar tooth socket' preferred name 'Fibrocollagenous connective tissue of myocardium of papillary muscle of left ventricle'?
fma_q69,Is 'Lateral branch of posterior ramus of third thoracic nerve' http://data.bioontology.org/metadata/prefix IRI '46213'?
fma_q70,Is 'Trunk of right inferior alveolar nerve' FMAID 'Posterior scleral aperture'?
fma_q71,Is 'Trunk of lateral cutaneous tributary of second posterior intercostal vein' http://data.bioontology.org/metadata/prefix IRI 'Muscle of perineum'?
fma_q72,Is 'Wall of gallbladder' http://data.bioontology.org/metadata/prefix IRI '73544'?
fma_q73,Is 'Right fifth aortic arch' http://data.bioontology.org/metadata/prefix IRI 'fma:fma225269'?
fma_q74,Is 'Mesothelium of serosa of transverse colon' Obsolete 'Periondontal ligament of tooth 24'?
fma_q75,Is 'Interalveolar septum of sockets 6 and 7' http://data.bioontology.org/metadata/prefix IRI '10178'?
fma_q76,Is 'Muscle body of left platysma' Obsolete 'Epimysium of left rectus capitis posterior major'?
fma_q77,Is 'Anterior surface of right cornea' Obsolete 'RID6891'?
fma_q78,Is 'Medial brachial cutaneous nerve component of trunk of anterior division of anterior ramus of right first thoracic nerve' preferred name 'fma:fma241979'?
fma_q79,Is 'Posterior temporal branch of right middle cerebral artery' http://data.bioontology.org/metadata/prefix IRI 'fma:fma38524'?
fma_q80,Is 'Periosteum of proximal third of right calcaneus' Obsolete 'Set of maxillary periodontia in right side of upper jaw.'?
fma_q81,Is 'Neck of pancreas' Synonyms 'Right inferior horn of thyroid cartilage'?
fma_q82,Is 'Vasculature of uterus' http://data.bioontology.org/metadata/prefix IRI 'Anteromedial part of thigh'?
fma_q83,Is 'Cavity of left lateral ventricle' http://data.bioontology.org/metadata/prefix IRI 'Skin of posteromedial part of knee'?
fma_q84,Is 'Muscle body of left depressor supercilii' preferred name 'fma:fma85550'?
fma_q85,Is 'Surface of fifth rib' FMAID 'fma:fma41391'?
fma_q86,Is 'Left lateral costodiaphragmatic recess' FMAID 'Eleventh thoracic sympathetic ganglion'?
fma_q87,Is 'Communicating branch of left internal laryngeal nerve with left recurrent laryngeal nerve' http://data.bioontology.org/metadata/prefix IRI 'fma:fma44331'?
fma_q88,Is 'Set of ventral rami of cervical nerve' http://data.bioontology.org/metadata/prefix IRI 'fma:fma297536'?
fma_q89,Is 'Region of broad ligament' Obsolete '320220'?
fma_q90,Is 'Posterior root of second sacral nerve' preferred name 'Bony part of posterrior part of calcaneus'?
fma_q91,Is 'Vasculature of anterior chest' http://data.bioontology.org/metadata/prefix IRI 'Ileal tributary of ileocolic vein'?
fma_q92,Is 'Bony part of transverse process of cervical vertebra' Obsolete '86975'?
fma_q93,Is 'Saphenous branch of right descending genicular artery' FMAID '228656'?
fma_q94,Is 'Deep tendon of tibialis posterior' FMAID 'C7 nerve component of left lateral pectoral nerve'?
fma_q95,Is 'Wall of sigmoid colon' Synonyms 'fma:fma288385'?
fma_q96,Is 'Space of supravesical fossa' preferred name '297327'?
fma_q97,Is 'Segment of subclavian artery' Synonyms 'Plexus hepaticus'?
fma_q98,Is 'Vasculature of endosteum of metacarpal bone' preferred name 'fma:fma309720'?
fma_q99,Is 'Medulla of left hemisphere of posterior lobe of cerebellum' http://data.bioontology.org/metadata/prefix IRI '84127'?
fma_q100,Is 'Brodmann area 6 of dorsal part of left precentral gyrus' preferred name 'fma:fma63226'?
